season,club,player,height,minutes,height_match
2021-22,Newcastle,Bruno Guimarães Rodriguez Moura,182,1031,full
2021-22,Newcastle,Lucas De Bolle,,0,UNMATCHED
2021-22,Norwich,Billy Gilmour,170,1852,full
2021-22,Norwich,Brandon Williams,182,2119,full
2021-22,Norwich,Michael McGovern,191,0,full
2021-22,Norwich,Tim Krul,188,2610,full
2021-22,Norwich,Teemu Pukki,180,3253,full
2021-22,Norwich,Marco Stiepermann,190,0,full
2021-22,Norwich,Lukas Rupp,178,759,full
2021-22,Norwich,Kenny McLean,183,2707,surname+initial
2021-22,Norwich,Grant Hanley,187,2897,full
2021-22,Norwich,Onel Hernández,172,0,full
2021-22,Norwich,Sam Byram,183,1023,full
2021-22,Norwich,Jordan Hugill,183,0,full
2021-22,Norwich,Kieran Dowell,185,905,full
2021-22,Norwich,Christoph Zimmermann,194,156,full
2021-22,Norwich,Todd Cantwell,177,438,full
2021-22,Norwich,Max Aarons,171,2879,surname+initial
2021-22,Norwich,Jacob Sørensen,184,600,surname+initial
2021-22,Norwich,Przemyslaw Placheta,178,499,full
2021-22,Norwich,Adam Idah,190,617,full
2021-22,Norwich,Josh Martin,185,0,full
2021-22,Norwich,Andrew Omobamidele,190,381,surname+initial
2021-22,Norwich,Angus Gunn,196,810,full
2021-22,Norwich,Milot Rashica,177,2228,full
2021-22,Norwich,Ben Gibson,185,2494,full
2021-22,Norwich,Dimitris Giannoulis,175,1165,full
2021-22,Norwich,Pierre Lees-Melou,186,2261,full
2021-22,Norwich,Bali Mumba,168,45,full
2021-22,Norwich,Joshua Sargent,185,1566,surname+initial
2021-22,Norwich,Christos Tzolis,184,326,surname+initial
2021-22,Norwich,Ozan Kabak,187,923,full
2021-22,Norwich,Mathias Normann,179,1643,surname+initial
2021-22,Norwich,Jonathan Tomkinson,192,0,full
2021-22,Norwich,Jonathan Rowe,178,208,full
2021-22,Norwich,Thomas Dickson-Peters,180,0,full
2021-22,Norwich,Jon McCracken,185,0,full
2021-22,Norwich,Liam Gibbs,178,0,full
2021-22,Norwich,Abu Kamara,185,0,full
2021-22,Norwich,Tony Springett,174,140,full
2021-22,Southampton,Theo Walcott,176,376,full
2021-22,Southampton,Fraser Forster,201,1710,full
2021-22,Southampton,Alex McCarthy,193,1530,full
2021-22,Southampton,Oriol Romeu Vidal,183,2890,full
2021-22,Southampton,Nathan Redmond,173,1827,full
2021-22,Southampton,Jack Stephens,185,810,full
2021-22,Southampton,Stuart Armstrong,183,1465,full
2021-22,Southampton,James Ward-Prowse,173,3215,surname+initial
2021-22,Southampton,Kyle Walker-Peters,173,2630,full
2021-22,Southampton,Jan Bednarek,189,2629,full
2021-22,Southampton,Daniel N'Lundulu,,0,UNMATCHED
2021-22,Southampton,Che Adams,178,2034,full
2021-22,Southampton,Nathan Tella,173,802,full
2021-22,Southampton,William Smallbone,173,132,surname+initial
2021-22,Southampton,Michael Obafemi,169,0,full
2021-22,Southampton,Ibrahima Diallo,179,1016,full
2021-22,Southampton,Moussa Djenepo,177,452,full
2021-22,Southampton,Mohammed Salisu,188,2971,full
2021-22,Southampton,Romain Perraud,173,1621,full
2021-22,Southampton,Tino Livramento,181,2200,surname+initial
2021-22,Southampton,Mohamed Elyounoussi,178,2039,surname+initial
2021-22,Southampton,Armando Broja,191,1969,full
2021-22,Southampton,Shane Long,180,300,full
2021-22,Southampton,Adam Armstrong,172,1409,full
2021-22,Southampton,Yan Valery,180,369,surname+initial
2021-22,Southampton,Lyanco Evangelista Silveira Neves Vojnovic,187,906,full
2021-22,Southampton,Harry Lewis,191,0,full
2021-22,Southampton,Willy Caballero,186,180,surname+initial
2021-22,Southampton,Dynel Simeu,187,0,surname+initial
2021-22,Southampton,Thierry Small,177,0,full
2021-22,Southampton,Kgaogelo Chauke,177,0,surname+initial
2021-22,Southampton,Tyler Dibling,178,0,full
2021-22,Spurs,Joe Hart,196,0,surname+initial
2021-22,Spurs,Hugo Lloris,188,3420,full
2021-22,Spurs,Toby Alderweireld,186,0,surname+initial
2021-22,Spurs,Erik Lamela,181,0,full
2021-22,Spurs,Harry Kane,188,3231,full
2021-22,Spurs,Serge Aurier,176,0,full
2021-22,Spurs,Heung-Min Son,178,3009,webname-full
2021-22,Spurs,Matt Doherty,182,871,surname+initial
2021-22,Spurs,Eric Dier,188,3071,surname+initial
2021-22,Spurs,Lucas Rodrigues Moura da Silva,174,1763,full
2021-22,Spurs,Ben Davies,181,2537,surname+initial
2021-22,Spurs,Pierre-Emile Højbjerg,187,3196,initial+lasttoken
2021-22,Spurs,Harry Winks,176,904,full
2021-22,Spurs,Davinson Sánchez,187,1626,surname+initial
2021-22,Spurs,Ryan Sessegnon,178,1046,full
2021-22,Spurs,Steven Bergwijn,178,548,surname+initial
2021-22,Spurs,Sergio Reguilón,178,1914,full
2021-22,Spurs,Japhet Tanganga,180,735,surname+initial
2021-22,Spurs,Giovani Lo Celso,177,231,full
2021-22,Spurs,Oliver Skipp,175,1346,full
2021-22,Spurs,Joe Rodon,193,87,full
2021-22,Spurs,Tanguy Ndombele,181,481,surname+initial
2021-22,Spurs,Pierluigi Gollini,194,0,full
2021-22,Spurs,Bryan Gil Salvatierra,175,86,full
2021-22,Spurs,Cristian Romero,185,1844,full
2021-22,Spurs,Dane Scarlett,179,3,surname+initial
2021-22,Spurs,Emerson Aparecido Leite de Souza Junior,181,2282,full
2021-22,Spurs,Dilan Markanday,175,0,surname+initial
2021-22,Spurs,Tobi Omole,187,0,full
2021-22,Spurs,Brandon Austin,188,0,surname+initial
2021-22,Spurs,Harvey White,178,0,surname+initial
2021-22,Spurs,Dejan Kulusevski,186,1259,full
2021-22,Spurs,Rodrigo Bentancur,187,1360,surname+initial
2021-22,Spurs,Alfie Devine,180,0,full
2021-22,Spurs,Jamie Bowden,183,0,full
2021-22,Spurs,Marcel Lavinier,180,0,surname+initial
2021-22,Spurs,Matthew Craig,184,0,full
2021-22,Watford,Moussa Sissoko,187,3220,full
2021-22,Watford,Ben Foster,193,2340,full
2021-22,Watford,Danny Rose,174,688,full
2021-22,Watford,Dan Gosling,183,164,surname+initial
2021-22,Watford,Craig Cathcart,189,2394,full
2021-22,Watford,Troy Deeney,183,23,full
2021-22,Watford,Tom Cleverley,175,1611,full
2021-22,Watford,Francisco Femenía Far,174,2143,full
2021-22,Watford,Andre Gray,180,0,full
2021-22,Watford,Christian Kabasele,187,1190,full
2021-22,Watford,Nathaniel Chalobah,187,0,full
2021-22,Watford,William Troost-Ekong,191,1388,full
2021-22,Watford,Stipe Perica,193,0,full
2021-22,Watford,Daniel Bachmann,191,1080,full
2021-22,Watford,Adam Masina,191,1075,full
2021-22,Watford,Ken Sema,180,844,full
2021-22,Watford,Philip Zinckernagel,175,0,surname+initial
2021-22,Watford,Isaac Success Ajayi,182,0,tokens
2021-22,Watford,Ayotomiwa Dele-Bashiru,178,0,full
2021-22,Watford,Ashley Fletcher,188,28,full
2021-22,Watford,Francisco Sierralta,192,427,full
2021-22,Watford,Domingos Quina,173,0,full
2021-22,Watford,Marc Navarro,173,0,surname+initial
2021-22,Watford,Ismaila Sarr,185,1862,full
2021-22,Watford,Jeremy Ngakia,178,896,full
2021-22,Watford,Ben Wilmot,188,0,full
2021-22,Watford,Joseph Hungbo,173,0,full
2021-22,Watford,Imrân Louza,178,1415,full
2021-22,Watford,João Pedro Junqueira de Jesus,182,1634,full
2021-22,Watford,Kwadwo Baah,183,0,surname+initial
2021-22,Watford,Emmanuel Dennis,175,2579,full
2021-22,Watford,Matthew Pollock,190,0,full
2021-22,Watford,Oghenekaro Peter Etebo,176,396,full
2021-22,Watford,Joshua King,180,2244,full
2021-22,Watford,Adedapo Awokoya-Mebude,189,0,initial+lasttoken
2021-22,Watford,Juan Camilo Hernández Suárez,176,1138,full
2021-22,Watford,Juraj Kucka,186,1917,full
2021-22,Watford,Ozan Tufan,184,334,full
2021-22,Watford,Robert Elliot,190,0,surname+initial
2021-22,Watford,Nicolas Nkoulou,184,167,surname+initial
2021-22,Watford,James Morris,183,0,surname+initial
2021-22,Watford,Vincent Angelini,186,0,full
2021-22,Watford,Kamil Conteh,177,0,full
2021-22,Watford,Hassane Kamara,168,1622,full
2021-22,Watford,Samir Caetano de Souza Santos,188,1674,full
2021-22,Watford,Edo Kayembe,183,795,full
2021-22,Watford,Samuel Kalu,177,221,full
2021-22,Watford,Shaqai Forde,174,0,full
2021-22,Watford,Tiago Çukur,196,0,full
2021-22,Watford,Adrian Blake,170,0,full
2021-22,Watford,Jack Grieves,,0,UNMATCHED
2021-22,West Ham,Kurt Zouma,190,2078,full
2021-22,West Ham,Mark Noble,177,325,full
2021-22,West Ham,Darren Randolph,188,0,full
2021-22,West Ham,Lukasz Fabianski,190,3330,full
2021-22,West Ham,Angelo Ogbonna,191,921,full
2021-22,West Ham,Winston Reid,190,0,surname+initial
2021-22,West Ham,Aaron Cresswell,175,2726,full
2021-22,West Ham,Andriy Yarmolenko,189,303,full
2021-22,West Ham,Michail Antonio,180,2975,full
2021-22,West Ham,Craig Dawson,188,2752,full
2021-22,West Ham,Ryan Fredericks,181,303,full
2021-22,West Ham,Manuel Lanzini,167,1777,full
2021-22,West Ham,Arthur Masuaku,179,645,full
2021-22,West Ham,Vladimir Coufal,175,2207,full
2021-22,West Ham,Saïd Benrahma,172,2162,full
2021-22,West Ham,Jarrod Bowen,175,2987,full
2021-22,West Ham,Declan Rice,185,3178,surname+initial
2021-22,West Ham,Tomas Soucek,192,3061,full
2021-22,West Ham,Pablo Fornals,178,2795,full
2021-22,West Ham,Issa Diop,194,961,full
2021-22,West Ham,Ben Johnson,184,1397,full
2021-22,West Ham,Alphonse Areola,195,90,full
2021-22,West Ham,Frederik Alves,195,0,surname+initial
2021-22,West Ham,Conor Coventry,175,0,full
2021-22,West Ham,Jamal Baptiste,183,0,full
2021-22,West Ham,Nikola Vlasic,178,549,full
2021-22,West Ham,Alex Kral,186,1,full
2021-22,West Ham,Harrison Ashby,180,6,full
2021-22,West Ham,Sonny Perkins,178,3,full
2021-22,West Ham,Ajibola Alese,192,0,full
2021-22,West Ham,Armstrong Oko-Flex,180,0,surname+initial
2021-22,West Ham,Pierre Ekwah,189,0,surname+initial
2021-22,West Ham,Daniel Chesters,177,1,full
2021-22,Wolves,João Filipe Iria Santos Moutinho,170,2970,full
2021-22,Wolves,Rui Pedro dos Santos Patrício,190,0,full
2021-22,Wolves,Willy Boly,195,900,full
2021-22,Wolves,Conor Coady,186,3361,full
2021-22,Wolves,Raúl Jiménez,188,2630,surname+initial
2021-22,Wolves,Romain Saïss,190,2706,full
2021-22,Wolves,Fernando Marçal,178,1448,alias
2021-22,Wolves,Jonathan Castro Otto,170,1022,full
2021-22,Wolves,Leander Dendoncker,188,1945,full
2021-22,Wolves,Adama Traoré,177,1069,surname+initial
2021-22,Wolves,Rúben Diogo da Silva Neves,183,2659,full
2021-22,Wolves,Nélson Cabral Semedo,177,2131,full
2021-22,Wolves,Daniel Castelo Podence,165,1475,full
2021-22,Wolves,Max Kilman,194,2688,surname+initial
2021-22,Wolves,Morgan Gibbs-White,171,7,full
2021-22,Wolves,Pedro Lomba Neto,172,459,full
2021-22,Wolves,Owen Otasowie,191,0,surname+initial
2021-22,Wolves,Ki-Jana Hoever,183,306,full
2021-22,Wolves,Andreas Söndergaard,188,0,full
2021-22,Wolves,Fabio Silva,185,562,full
2021-22,Wolves,Yerson Mosquera Valdelamar,188,0,full
2021-22,Wolves,John Ruddy,193,135,full
2021-22,Wolves,Francisco Machado Mota de Castro Trincão,184,1328,initial+lasttoken
2021-22,Wolves,Rayan Ait Nouri,180,1826,full
2021-22,Wolves,José Malheiro de Sá,192,3285,alias
2021-22,Wolves,Patrick Cutrone,183,0,full
2021-22,Wolves,Luke Cundle,170,179,surname+initial
2021-22,Wolves,Chem Campbell,180,12,full
2021-22,Wolves,Christian Marques,187,0,initial+lasttoken
2021-22,Wolves,Hee-Chan Hwang,177,1811,alias
2021-22,Wolves,Louie Moulden,,0,UNMATCHED
2021-22,Wolves,James Storer,185,0,surname+initial
2021-22,Wolves,Hugo Bueno,180,0,full
2021-22,Wolves,Bruno André Cavaco Jordão,180,0,full
2021-22,Wolves,Toti António Gomes,187,360,surname+initial
2021-22,Wolves,Dion Sanderson,188,0,full
2021-22,Wolves,Ryan Giles,183,0,full
2021-22,Wolves,Francisco Jorge Tomás Oliveira,,203,UNMATCHED
2022-23,Arsenal,Granit Xhaka,185,2992,full
2022-23,Arsenal,Mohamed Elneny,179,111,full
2022-23,Arsenal,Rob Holding,189,562,full
2022-23,Arsenal,Thomas Partey,185,2480,full
2022-23,Arsenal,Martin Ødegaard,178,3132,full
2022-23,Arsenal,Kieran Tierney,180,774,full
2022-23,Arsenal,Nicolas Pépé,183,0,full
2022-23,Arsenal,Benjamin White,185,3054,full
2022-23,Arsenal,Eddie Nketiah,175,1071,full
2022-23,Arsenal,Emile Smith Rowe,182,161,full
2022-23,Arsenal,Bukayo Saka,178,3183,full
2022-23,Arsenal,Takehiro Tomiyasu,188,651,full
2022-23,Arsenal,Aaron Ramsdale,191,3420,full
2022-23,Arsenal,Gabriel dos Santos Magalhães,190,3409,full
2022-23,Arsenal,Nuno Varela Tavares,184,0,initial+lasttoken
2022-23,Arsenal,Gabriel Martinelli Silva,178,2789,alias
2022-23,Arsenal,Pablo Marí Villar,193,0,full
2022-23,Arsenal,Lucas Torreira di Pascua,166,0,full
2022-23,Arsenal,Reiss Nelson,175,202,full
2022-23,Arsenal,Matt Turner,190,0,surname+initial
2022-23,Arsenal,Fábio Ferreira Vieira,177,500,initial+lasttoken
2022-23,Arsenal,William Saliba,192,2415,full
2022-23,Arsenal,Marcus Oliveira Alencar,174,1,initial+lasttoken
2022-23,Arsenal,Gabriel Fernando de Jesus,175,2064,full
2022-23,Arsenal,Leandro Trossard,171,2237,full
2022-23,Arsenal,Jorge Luiz Frello Filho,178,2127,tokens
2022-23,Arsenal,Oleksandr Zinchenko,175,2122,full
2022-23,Arsenal,Matthew Smith,180,0,full
2022-23,Arsenal,Ethan Nwaneri,176,1,full
2022-23,Arsenal,Lino Sousa,185,0,full
2022-23,Arsenal,Karl Hein,193,0,surname+initial
2022-23,Arsenal,Amario Cozier-Duberry,170,0,full
2022-23,Arsenal,Nathan Butler-Oyedeji,177,0,full
2022-23,Arsenal,Jakub Kiwior,189,425,full
2022-23,Arsenal,Reuell Walters,183,0,full
2022-23,Arsenal,Mauro Bandeira,178,0,initial+lasttoken
2022-23,Aston Villa,Philippe Coutinho Correia,172,777,full
2022-23,Aston Villa,Emiliano Martínez Romero,180,3139,initial+lasttoken
2022-23,Aston Villa,Calum Chambers,182,345,full
2022-23,Aston Villa,Lucas Digne,178,1492,full
2022-23,Aston Villa,Bertrand Traoré,181,226,surname+initial
2022-23,Aston Villa,Robin Olsen,198,280,surname+initial
2022-23,Aston Villa,Morgan Sanson,180,10,full
2022-23,Aston Villa,John McGinn,178,2692,full
2022-23,Aston Villa,Kortney Hause,191,0,full
2022-23,Aston Villa,Tyrone Mings,196,3150,full
2022-23,Aston Villa,Ollie Watkins,180,3129,full
2022-23,Aston Villa,Marvelous Nakamba,178,0,full
2022-23,Aston Villa,Emiliano Buendía Stati,172,2404,alias
2022-23,Aston Villa,Matty Cash,185,1817,full
2022-23,Aston Villa,Ezri Konsa Ngoyo,183,3322,full
2022-23,Aston Villa,Leon Bailey,178,1964,full
2022-23,Aston Villa,Douglas Luiz Soares de Paulo,175,2922,full
2022-23,Aston Villa,Jacob Ramsey,180,2634,full
2022-23,Aston Villa,Tim Iroegbunam,183,0,full
2022-23,Aston Villa,Diego Carlos Santos Silva,186,205,full
2022-23,Aston Villa,Anwar El Ghazi,188,0,full
2022-23,Aston Villa,Keinan Davis,191,0,full
2022-23,Aston Villa,Boubacar Kamara,184,1773,full
2022-23,Aston Villa,Cameron Archer,176,43,full
2022-23,Aston Villa,Jaden Philogene-Bidace,179,0,full
2022-23,Aston Villa,Frédéric Guilbert,178,0,full
2022-23,Aston Villa,Leander Dendoncker,188,897,full
2022-23,Aston Villa,Ludwig Augustinsson,181,76,surname+initial
2022-23,Aston Villa,Kaine Kesler Hayden,175,0,surname+initial
2022-23,Aston Villa,Ashley Young,175,2031,full
2022-23,Aston Villa,Lamare Bogarde,183,0,full
2022-23,Aston Villa,Filip Marschall,195,0,full
2022-23,Aston Villa,Kadan Young,,0,UNMATCHED
2022-23,Aston Villa,Alexandre Moreno Lopera,179,1325,full
2022-23,Aston Villa,Viljami Sinisalo,196,0,full
2022-23,Aston Villa,Jhon Durán,185,126,full
2022-23,Aston Villa,Sil Swinkels,190,0,full
2022-23,Aston Villa,Oliwier Zych,193,0,full
2022-23,Aston Villa,James Wright,193,0,surname+initial
2022-23,Aston Villa,Sebastian Revan,181,0,full
2022-23,Aston Villa,Travis Patterson,,0,UNMATCHED
2022-23,Aston Villa,Tommi O'Reilly,170,0,full
2022-23,Bournemouth,Adam Smith,180,2940,surname+initial
2022-23,Bournemouth,Junior Stanislas,183,58,full
2022-23,Bournemouth,Ryan Fredericks,181,527,full
2022-23,Bournemouth,David Brooks,173,170,full
2022-23,Bournemouth,Jamal Lowe,183,11,full
2022-23,Bournemouth,Kieffer Moore,196,1269,full
2022-23,Bournemouth,Emiliano Marcondes,182,8,surname+initial
2022-23,Bournemouth,Jefferson Lerma Solís,179,3252,alias
2022-23,Bournemouth,Jack Stacey,180,293,full
2022-23,Bournemouth,Dominic Solanke,187,2865,full
2022-23,Bournemouth,Lewis Cook,175,1712,full
2022-23,Bournemouth,Ben Pearson,176,282,full
2022-23,Bournemouth,Ryan Christie,178,1825,full
2022-23,Bournemouth,Philip Billing,197,2766,surname+initial
2022-23,Bournemouth,Chris Mepham,190,2197,full
2022-23,Bournemouth,Mark Travers,191,1035,full
2022-23,Bournemouth,Lloyd Kelly,190,2040,full
2022-23,Bournemouth,Siriki Dembélé,173,104,full
2022-23,Bournemouth,Jaidon Anthony,183,1241,full
2022-23,Bournemouth,Jordan Zemura,173,1452,full
2022-23,Bournemouth,Will Dennis,188,0,full
2022-23,Bournemouth,Jack Stephens,185,1218,full
2022-23,Bournemouth,Joe Rothwell,183,1010,full
2022-23,Bournemouth,Marcus Tavernier,177,1740,full
2022-23,Bournemouth,James Hill,184,0,surname+initial
2022-23,Bournemouth,Darren Randolph,188,0,full
2022-23,Bournemouth,Norberto Murara Neto,190,2385,full
2022-23,Bournemouth,Marcos Senesi,183,2489,surname+initial
2022-23,Bournemouth,Christian Saydee,184,0,full
2022-23,Bournemouth,Owen Bevan,186,8,full
2022-23,Bournemouth,Cameron Plain,,0,UNMATCHED
2022-23,Bournemouth,Daniel Adu-Adjei,,0,UNMATCHED
2022-23,Bournemouth,Michael Dacosta Gonzalez,,0,UNMATCHED
2022-23,Bournemouth,Dominic Sadi,174,0,full
2022-23,Bournemouth,Dango Ouattara,177,1239,full
2022-23,Bournemouth,Euan Pollock,,0,UNMATCHED
2022-23,Bournemouth,Antoine Semenyo,180,250,surname+initial
2022-23,Bournemouth,Matías Viña,181,452,surname+initial
2022-23,Bournemouth,Illia Zabarnyi,186,297,full
2022-23,Bournemouth,Hamed Traorè,175,425,surname+initial
2022-23,Bournemouth,Ben Greenwood,184,0,full
2022-23,Bournemouth,Max Kinsey-Wellings,,0,UNMATCHED
2022-23,Brentford,Pontus Jansson,194,722,full
2022-23,Brentford,Christian Nørgaard,187,1763,full
2022-23,Brentford,Ivan Toney,187,2953,full
2022-23,Brentford,David Raya Martin,183,3420,full
2022-23,Brentford,Sergi Canós Tenés,175,73,full
2022-23,Brentford,Josh Dasilva,184,1371,full
2022-23,Brentford,Kristoffer Ajer,198,763,full
2022-23,Brentford,Rico Henry,170,3240,full
2022-23,Brentford,Vitaly Janelt,184,2201,full
2022-23,Brentford,Saman Ghoddos,175,124,full
2022-23,Brentford,Mathias Jensen,180,2805,full
2022-23,Brentford,Yoane Wissa,176,1587,full
2022-23,Brentford,Mads Roerslev Rasmussen,184,1101,full
2022-23,Brentford,Mads Bech Sørensen,193,18,full
2022-23,Brentford,Ethan Pinnock,194,2700,full
2022-23,Brentford,Frank Onyeka,183,837,full
2022-23,Brentford,Shandon Baptiste,175,600,surname+initial
2022-23,Brentford,Bryan Mbeumo,171,2905,full
2022-23,Brentford,Charlie Goode,196,0,full
2022-23,Brentford,Marcus Forss,182,0,full
2022-23,Brentford,Dominic Thompson,183,0,full
2022-23,Brentford,Mads Bidstrup,175,0,full
2022-23,Brentford,Ellery Balcombe,190,0,surname+initial
2022-23,Brentford,Aaron Hickey,185,1918,full
2022-23,Brentford,Keane Lewis-Potter,170,313,full
2022-23,Brentford,Thomas Strakosha,193,0,full
2022-23,Brentford,Ben Mee,180,3269,full
2022-23,Brentford,Fin Stevens,179,0,full
2022-23,Brentford,Halil Dervişoğlu,183,6,surname+initial
2022-23,Brentford,Mikkel Damsgaard,180,970,surname+initial
2022-23,Brentford,Mathias Jorgensen,185,1097,full
2022-23,Brentford,Ryan Trevitt,170,0,full
2022-23,Brentford,Matthew Cox,182,0,full
2022-23,Brentford,Tristan Crama,192,0,full
2022-23,Brentford,Yegor Yarmolyuk,,0,UNMATCHED
2022-23,Brentford,Kevin Schade,185,723,full
2022-23,Brentford,Michael Olakigbe,180,0,full
2022-23,Brighton,Adam Lallana,172,717,full
2022-23,Brighton,Jason Steele,188,1350,full
2022-23,Brighton,Danny Welbeck,185,1844,full
2022-23,Brighton,Pascal Groß,181,3240,full
2022-23,Brighton,Lewis Dunk,192,3240,full
2022-23,Brighton,Solly March,180,2719,full
2022-23,Brighton,Adam Webster,191,1983,full
2022-23,Brighton,Joël Veltman,184,2183,full
2022-23,Brighton,Robert Sánchez,175,2070,surname+initial
2022-23,Brighton,Tariq Lamptey,163,439,full
2022-23,Brighton,Steven Alzate,180,0,full
2022-23,Brighton,Alexis Mac Allister,176,2882,full
2022-23,Brighton,Jakub Moder,191,0,full
2022-23,Brighton,Enock Mwepu,184,209,full
2022-23,Brighton,Jeremy Sarmiento Morante,,168,UNMATCHED
2022-23,Brighton,Moisés Caicedo Corozo,178,3138,initial+lasttoken
2022-23,Brighton,Taylor Richards,180,0,full
2022-23,Brighton,Haydon Roberts,175,0,full
2022-23,Brighton,Deniz Undav,179,614,full
2022-23,Brighton,Kaoru Mitoma,178,2311,full
2022-23,Brighton,Julio Enciso,173,794,full
2022-23,Brighton,Kacper Kozłowski,182,0,full
2022-23,Brighton,Billy Gilmour,170,502,full
2022-23,Brighton,Kjell Scherpen,202,0,full
